Champ % Rank,Team,PR,SOS-PR,QWF-PR,Champ %,RPI,SOS-RPI,QWF-RPI,Selection
70,St Rose ( 7 - 10 ),45,37,52,0 . 0 %,37,23,46,106
71,St Thomas Aquinas ( 5 - 11 ),69,75,71,0 . 0 %,68,63,71,202
72,Thomas More ( 2 - 10 ),74,64,70,0 . 0 %,66,65,68,199
73,Tiffin ( 4 - 10 ),75,66,72,0 . 0 %,71,67,69,207
74,Tusculum ( 1 - 14 ),64,24,77,0 . 0 %,64,37,76,177
75,Virginia State ( 1 - 10 ),78,80,73,0 . 0 %,80,79,73,232
76,Walsh ( 6 - 10 ),58,57,67,0 . 0 %,51,34,57,142
77,Wheeling ( 7 - 8 ),57,74,57,0 . 0 %,60,61,49,170
78,William Jewell ( 6 - 8 ),54,52,49,0 . 0 %,53,58,47,158
79,Wilmington (DE) ( 11 - 4 ),40,62,27,0 . 0 %,18,31,24,73
80,Young Harris ( 6 - 9 ),60,58,64,0 . 0 %,62,66,63,191
