rank,club,rating,link,class,season,gender,websource
--,Dark Horse 2027-28,--,,2027,2024,girls,insidelacrosse
--,Delco LC 2027,--,,2027,2024,girls,insidelacrosse
--,DEWLAX 2027 Black,--,,2027,2024,girls,insidelacrosse
--,Dynamite 2027,--,,2027,2024,girls,insidelacrosse
--,Dynasty Elite 2027 Foxtrot,--,,2027,2024,girls,insidelacrosse
--,Eagle Stix 2027 Blue,--,,2027,2024,girls,insidelacrosse
--,Eagle Stix 2027 Grey,--,,2027,2024,girls,insidelacrosse
--,ESLC Pirates 2027,--,,2027,2024,girls,insidelacrosse
--,Empress 2027,--,,2027,2024,girls,insidelacrosse
--,Evolve 2027,--,,2027,2024,girls,insidelacrosse
--,FCA 2027 Blue,--,,2027,2024,girls,insidelacrosse
--,FCA Upstate 2027,--,,2027,2024,girls,insidelacrosse
--,Florida Select 2027,--,,2027,2024,girls,insidelacrosse
--,Frenzy LC National 2026-27,--,,2027,2024,girls,insidelacrosse
--,Fusion Canada West 2027,--,,2027,2024,girls,insidelacrosse
--,GSE 2027,--,,2027,2024,girls,insidelacrosse
--,Gold Coast 2027,--,,2027,2024,girls,insidelacrosse
--,Gold Coast 2027 Black,--,,2027,2024,girls,insidelacrosse
--,Gold Coast 2027 White,--,,2027,2024,girls,insidelacrosse
--,Granite State Elite 2027,--,,2027,2024,girls,insidelacrosse
--,GRIT Austin 2027,--,,2027,2024,girls,insidelacrosse
--,GRIT Dallas 2027,--,,2027,2024,girls,insidelacrosse
--,Headstrong PA 2027,--,,2027,2024,girls,insidelacrosse
--,Hero's 2027 Green,--,,2027,2024,girls,insidelacrosse
--,Hero's 2027 White,--,,2027,2024,girls,insidelacrosse
--,HoCo 2027 Black,--,,2027,2024,girls,insidelacrosse
--,Hurricanes 2027/2028 Green,--,,2027,2024,girls,insidelacrosse
--,Impact 2027 Black,--,,2027,2024,girls,insidelacrosse
--,Impact 2027 Gold,--,,2027,2024,girls,insidelacrosse
--,Integrity 2027 Blue,--,,2027,2024,girls,insidelacrosse
--,Integrity 2027 Green,--,,2027,2024,girls,insidelacrosse
--,Jersey Shore Select 2027 Blue,--,,2027,2024,girls,insidelacrosse
--,Jets Black 2027,--,,2027,2024,girls,insidelacrosse
--,KCLC 2027,--,,2027,2024,girls,insidelacrosse
--,Lady Ballers 2027,--,,2027,2024,girls,insidelacrosse
--,Lakeshore 2027,--,,2027,2024,girls,insidelacrosse
--,Lakeshore Lacrosse National Premier 2027,--,,2027,2024,girls,insidelacrosse
--,Lanco Elite 2027-28,--,,2027,2024,girls,insidelacrosse
--,Lax Maniax 2027,--,,2027,2024,girls,insidelacrosse
--,Lax On Elite 2027,--,,2027,2024,girls,insidelacrosse
--,Laxachusetts 2027 Black,--,,2027,2024,girls,insidelacrosse
--,Laxachusetts 2027 Yellow,--,,2027,2024,girls,insidelacrosse
--,Legends MD 2027,--,,2027,2024,girls,insidelacrosse
--,LI Empire 2027 Green,--,,2027,2024,girls,insidelacrosse
--,Jesters 2027 Black,--,,2027,2024,girls,insidelacrosse
--,LI Jesters 2027 Blue,--,,2027,2024,girls,insidelacrosse
--,LI Jesters 2027 Pink,--,,2027,2024,girls,insidelacrosse
--,LI Legacy 2027 Blue,--,,2027,2024,girls,insidelacrosse
--,LI Legacy 2027 White,--,,2027,2024,girls,insidelacrosse
--,LI Liberty 2027 Black,--,,2027,2024,girls,insidelacrosse
--,LI Liberty Lax 2027 Red,--,,2027,2024,girls,insidelacrosse
--,LI Top Guns 2027 Black,--,,2027,2024,girls,insidelacrosse
--,LI Top Guns 2027 Purple,--,,2027,2024,girls,insidelacrosse
--,Limelight 2027,--,,2027,2024,girls,insidelacrosse
--,Limitless 2027,--,,2027,2024,girls,insidelacrosse
--,Lotus 2027,--,,2027,2024,girls,insidelacrosse
--,Lucky Lax 2027,--,,2027,2024,girls,insidelacrosse
--,M&D 2027 Black,--,,2027,2024,girls,insidelacrosse
--,M&D 2027 Red,--,,2027,2024,girls,insidelacrosse
--,M&D Orlando 2027 Black,--,,2027,2024,girls,insidelacrosse
--,M&D Shore 2027 Black,--,,2027,2024,girls,insidelacrosse
--,Mad Dog Shore 2027/2028,--,,2027,2024,girls,insidelacrosse
--,Mad Dog West Elite 2027,--,,2027,2024,girls,insidelacrosse
--,Mass Elite 2027 Blue,--,,2027,2024,girls,insidelacrosse
--,Mass Elite 2027 Red,--,,2027,2024,girls,insidelacrosse
--,Mass Elite 2027 White,--,,2027,2024,girls,insidelacrosse
--,Maxim 2027 Navy,--,,2027,2024,girls,insidelacrosse
--,MC Elite 2027 Carolina,--,,2027,2024,girls,insidelacrosse
--,MC Elite 2027 Midnight,--,,2027,2024,girls,insidelacrosse
--,MD United 2027,--,,2027,2024,girls,insidelacrosse
--,Metro Blue 2027,--,,2027,2024,girls,insidelacrosse
--,Monster 2027 Purple,--,,2027,2024,girls,insidelacrosse
--,Monster 2027 White,--,,2027,2024,girls,insidelacrosse
--,NEMS 2027,--,,2027,2024,girls,insidelacrosse
--,NEPA 2027,--,,2027,2024,girls,insidelacrosse
--,Next level 2027 Blue,--,,2027,2024,girls,insidelacrosse
--,Next level 2027 Red,--,,2027,2024,girls,insidelacrosse
--,No Excuse 2027,--,,2027,2024,girls,insidelacrosse
--,NXT 2027 Black,--,,2027,2024,girls,insidelacrosse
--,NXT 2027 Volt,--,,2027,2024,girls,insidelacrosse
--,Ohio Premier Select 2027,--,,2027,2024,girls,insidelacrosse
--,Orange Crush 2027,--,,2027,2024,girls,insidelacrosse
--,Oregon Pride 2027,--,,2027,2024,girls,insidelacrosse
--,Phantastix 2027 Purple,--,,2027,2024,girls,insidelacrosse
--,Phantastix 2027 West,--,,2027,2024,girls,insidelacrosse
--,Phantastix 2027 White,--,,2027,2024,girls,insidelacrosse
--,Phantom 2026-27 Black,--,,2027,2024,girls,insidelacrosse
--,Philly Blast 2027 Confidence,--,,2027,2024,girls,insidelacrosse
--,Philly Blast 2027 Courage,--,,2027,2024,girls,insidelacrosse
--,PPLC 2027 Blue,--,,2027,2024,girls,insidelacrosse
--,PPLC 2027 Green,--,,2027,2024,girls,insidelacrosse
--,Predators 2027,--,,2027,2024,girls,insidelacrosse
--,Pride 2027 BLACK,--,,2027,2024,girls,insidelacrosse
--,Pride 2027 Black Nova,--,,2027,2024,girls,insidelacrosse
--,Pride 2027 White,--,,2027,2024,girls,insidelacrosse
--,Pride 2027 White Nova,--,,2027,2024,girls,insidelacrosse
--,Primetime 2027,--,,2027,2024,girls,insidelacrosse
--,Pure Advantage Premier 2027,--,,2027,2024,girls,insidelacrosse
--,Pure Advantage Rising Stars 2027,--,,2027,2024,girls,insidelacrosse
--,Rebels 2027,--,,2027,2024,girls,insidelacrosse
--,Reign 2026-27 Rise,--,,2027,2024,girls,insidelacrosse
--,Reign 2027,--,,2027,2024,girls,insidelacrosse
--,Renegades 27,--,,2027,2024,girls,insidelacrosse
--,REV 2027 Black,--,,2027,2024,girls,insidelacrosse
--,Salt City Snipers 2027 Green,--,,2027,2024,girls,insidelacrosse
--,Salt City Snipers 2027 Pink,--,,2027,2024,girls,insidelacrosse
--,Saltwater 2027,--,,2027,2024,girls,insidelacrosse
--,Silver Maple 2027,--,,2027,2024,girls,insidelacrosse
--,SJ Shamrocks 2027 Orange,--,,2027,2024,girls,insidelacrosse
--,Sky Walkers 2027 Blue,--,,2027,2024,girls,insidelacrosse
--,Sky Walkers 2027 White,--,,2027,2024,girls,insidelacrosse
--,Snipers Elite 2027,--,,2027,2024,girls,insidelacrosse
--,Sound Lacrosse 2027 Green,--,,2027,2024,girls,insidelacrosse
--,South Coast 2027,--,,2027,2024,girls,insidelacrosse
--,South Jersey Select 2027 Black,--,,2027,2024,girls,insidelacrosse
--,South Jersey Select 2027 Pink,--,,2027,2024,girls,insidelacrosse
--,Southern Maryland Jets Black 2027,--,,2027,2024,girls,insidelacrosse
--,Southern Zone 2027 Red,--,,2027,2024,girls,insidelacrosse
--,Southern Zone 2027 White,--,,2027,2024,girls,insidelacrosse
--,Stars 2027 Blue,--,,2027,2024,girls,insidelacrosse
--,Stars 2027 Light Blue,--,,2027,2024,girls,insidelacrosse
--,Stars 2027 Navy,--,,2027,2024,girls,insidelacrosse
--,STEPS California 2027,--,,2027,2024,girls,insidelacrosse
--,STEPS Elite NJ 2027 Carolina,--,,2027,2024,girls,insidelacrosse
--,STEPS Elite NJ 2027 Navy,--,,2027,2024,girls,insidelacrosse
--,Storm Select 2027,--,,2027,2024,girls,insidelacrosse
--,Stu Funk 2027/2028,--,,2027,2024,girls,insidelacrosse
--,STUFUNK 2027,--,,2027,2024,girls,insidelacrosse
--,Team 11 2027,--,,2027,2024,girls,insidelacrosse
--,Team 180 2027,--,,2027,2024,girls,insidelacrosse
--,Team 91 Long Island 2027 Anarchy,--,,2027,2024,girls,insidelacrosse
--,Team ONE North 2027 Select,--,,2027,2024,girls,insidelacrosse
--,Team ONE West 2027,--,,2027,2024,girls,insidelacrosse
--,Team ONE Wildcat 2027,--,,2027,2024,girls,insidelacrosse
--,Texas Nationals 2027,--,,2027,2024,girls,insidelacrosse
--,TLC 2027 Red,--,,2027,2024,girls,insidelacrosse
--,Tradition 2027,--,,2027,2024,girls,insidelacrosse
--,Triple Threat Elite 2027,--,,2027,2024,girls,insidelacrosse
--,Triple Threat Elite 2027 Iron,--,,2027,2024,girls,insidelacrosse
--,Triumph 2027,--,,2027,2024,girls,insidelacrosse
--,Triumph 2027/2028,--,,2027,2024,girls,insidelacrosse
--,True Coast 2027,--,,2027,2024,girls,insidelacrosse
--,True CO 2027,--,,2027,2024,girls,insidelacrosse
--,True Kalamazoo JV 2027,--,,2027,2024,girls,insidelacrosse
--,True National 2027,--,,2027,2024,girls,insidelacrosse
--,True Pittsburgh 2027,--,,2027,2024,girls,insidelacrosse
--,UPROAR 2027/2028,--,,2027,2024,girls,insidelacrosse
--,Uproar Elite 2027,--,,2027,2024,girls,insidelacrosse
--,Ultimate 2027 CAR,--,,2027,2024,girls,insidelacrosse
--,Ultimate CC 2027,--,,2027,2024,girls,insidelacrosse
--,Ultimate Lacrosse NJ 2027 Blue,--,,2027,2024,girls,insidelacrosse
--,Ultimate LV 2027,--,,2027,2024,girls,insidelacrosse
--,Ultimate PA 2027 Blue,--,,2027,2024,girls,insidelacrosse
--,Ultimate PA 2027 White,--,,2027,2024,girls,insidelacrosse
--,Ultimate Lacrosse CLT 2027 Blue,--,,2027,2024,girls,insidelacrosse
--,Urban Elite 2027,--,,2027,2024,girls,insidelacrosse
--,Venom 2027,--,,2027,2024,girls,insidelacrosse
--,Venom 2027-28,--,,2027,2024,girls,insidelacrosse
--,Xtreme 2027,--,,2027,2024,girls,insidelacrosse
--,Yellow Jackets 2027 Gaghan,--,,2027,2024,girls,insidelacrosse
--,Yellow Jackets 2027 Piscitelli,--,,2027,2024,girls,insidelacrosse
--,Yellow Jackets 2027 Stadler,--,,2027,2024,girls,insidelacrosse
--,Yellow Jackets Dutchess 2027 Kuczma,--,,2027,2024,girls,insidelacrosse
--,Yellow Jackets North 2027 Porter,--,,2027,2024,girls,insidelacrosse
--,Yellow Jackets South 2027,--,,2027,2024,girls,insidelacrosse
--,Ethix 2026,--,,2026,2021,girls,insidelacrosse
--,Juiced Cherries - 2024,--,,2024,2019,boys,insidelacrosse
1,3D New England 2024 Red,97.2,,2024,2022,boys,insidelacrosse
2,True Illinois 2024 Premier AA,97.19,,2024,2022,boys,insidelacrosse
3,Eclipse 2024 Black,96.62,,2024,2022,boys,insidelacrosse
4,Baltimore Crabs 2024,96.61,,2024,2022,boys,insidelacrosse
5,Denver Elite 2024 Silver,96.46,,2024,2022,boys,insidelacrosse
6,LI Legacy 2024 Taz,96.3,,2024,2022,boys,insidelacrosse
7,Team 91 Long Island 2024 Wolfpack,96.26,,2024,2022,boys,insidelacrosse
8,Carolina Miners 2024,96.12,,2024,2022,boys,insidelacrosse
9,Annapolis Hawks 2024 Green,96.07,,2024,2022,boys,insidelacrosse
10,LI Express 2024 Schwalje,95.35,,2024,2022,boys,insidelacrosse
11,Next Level 2024 Blue,95.35,,2024,2022,boys,insidelacrosse
12,True National 2024 Black,95.15,,2024,2022,boys,insidelacrosse
13,Brotherly Love 2024 Mueller-Hercules,95.07,,2024,2022,boys,insidelacrosse
14,Team 91 South 2024,94.86,,2024,2022,boys,insidelacrosse
15,Thunder National 2024,94.84,,2024,2022,boys,insidelacrosse
16,Tri-State 2024,94.81,,2024,2022,boys,insidelacrosse
17,Mad Dog West Elite 2024 Black,94.8,,2024,2022,boys,insidelacrosse
18,Project Midwest 2024,94.72,,2024,2022,boys,insidelacrosse
19,Leading Edge 2024,94.69,,2024,2022,boys,insidelacrosse
20,West Coast Starz 2024 Gold,94.66,,2024,2022,boys,insidelacrosse
21,Duke's Elite 2024,94.62,,2024,2022,boys,insidelacrosse
22,Madlax Capital 2024,94.29,,2024,2022,boys,insidelacrosse
23,Sweetlax Upstate 2024,94.18,,2024,2022,boys,insidelacrosse
24,Primetime 2024,94.13,,2024,2022,boys,insidelacrosse
25,Sweetlax 2024 Navy,94.13,,2024,2022,boys,insidelacrosse
26,Evolve Elite 2024,93.94,,2024,2022,boys,insidelacrosse
27,Madlax National 2024,93.79,,2024,2022,boys,insidelacrosse
28,FCA MD 2024 Blue,93.77,,2024,2022,boys,insidelacrosse
29,Sweetlax FL 2024,93.61,,2024,2022,boys,insidelacrosse
30,NXT 2024 Mamba,93.59,,2024,2022,boys,insidelacrosse
31,4Leaf 2024 Army,93.56,,2024,2022,boys,insidelacrosse
32,BBL Elite 2024 Black,93.46,,2024,2022,boys,insidelacrosse
33,Team 91 Maryland 2024,93.39,,2024,2022,boys,insidelacrosse
34,Denver Elite 2024 Blue,93.35,,2024,2022,boys,insidelacrosse
35,Laxachusetts 2024 Black,93.33,,2024,2022,boys,insidelacrosse
36,Philadelphia Freedom 2024 Red,93.26,,2024,2022,boys,insidelacrosse
37,NE Blazers 2024,93.24,,2024,2022,boys,insidelacrosse
38,Express North 2024 Black,93.06,,2024,2022,boys,insidelacrosse
39,2Way 2024,92.86,,2024,2022,boys,insidelacrosse
40,Juiced Cherries 2024,92.85,,2024,2022,boys,insidelacrosse
41,Orange Crush 2024,92.67,,2024,2022,boys,insidelacrosse
42,Nation's Best 2024,92.58,,2024,2022,boys,insidelacrosse
43,DC Express 2024 Black,92.5,,2024,2022,boys,insidelacrosse
44,Thunder 2024 Blue,92.49,,2024,2022,boys,insidelacrosse
45,Second City 2024 Gold,92.46,,2024,2022,boys,insidelacrosse
46,Team 91 National 2024,92.42,,2024,2022,boys,insidelacrosse
47,Texas Nationals 2024,92.42,,2024,2022,boys,insidelacrosse
48,VLC 2024,92.4,,2024,2022,boys,insidelacrosse
49,Nationals Lacrosse Club 2024,92.34,,2024,2022,boys,insidelacrosse
50,CW Elite 2024,92.32,,2024,2022,boys,insidelacrosse
51,Philadelphia Freedom 2024 White,92.07,,2024,2022,boys,insidelacrosse
52,Team MN 2024,91.94,,2024,2022,boys,insidelacrosse
53,Team MN 2024,91.92,,2024,2022,boys,insidelacrosse
54,Edge 2024,91.84,,2024,2022,boys,insidelacrosse
55,Team 91 Carolina 2024,91.79,,2024,2022,boys,insidelacrosse
56,Shore2Shore 2024 Vikings,91.73,,2024,2022,boys,insidelacrosse
57,Team 91 Charlotte 2024 Blue,91.72,,2024,2022,boys,insidelacrosse
58,NE Raiders 2024,91.71,,2024,2022,boys,insidelacrosse
59,Team 91 Colorado 2024 Red,91.69,,2024,2022,boys,insidelacrosse
60,True MN 2024 AAA,91.57,,2024,2022,boys,insidelacrosse
61,ADVNC San Francisco 2024,91.51,,2024,2022,boys,insidelacrosse
62,1Lax Uncommon Fit Canada 2024,91.48,,2024,2022,boys,insidelacrosse
63,Resolute 2024 Black,91.39,,2024,2022,boys,insidelacrosse
64,Madlax Oregon 2024 AA,91.38,,2024,2022,boys,insidelacrosse
65,FTK National 2023-2024,91.35,,2024,2022,boys,insidelacrosse
66,Big 4 HHH 2024,91.34,,2024,2022,boys,insidelacrosse
67,Team Oregon 2024,91.33,,2024,2022,boys,insidelacrosse
68,ADVNC NDP NorCal 2024,91.31,,2024,2022,boys,insidelacrosse
69,Brotherly Love 2024 Apollo,91.3,,2024,2022,boys,insidelacrosse
70,Team BC 2024,91.24,,2024,2022,boys,insidelacrosse
71,Team 91 Tri-State 2024 Select,91.23,,2024,2022,boys,insidelacrosse
72,New England Twisters 2024Blue,91.22,,2024,2022,boys,insidelacrosse
73,Mesa PA 2024,91.2,,2024,2022,boys,insidelacrosse
74,True Utah 2024,91.19,,2024,2022,boys,insidelacrosse
75,Clams 2024 Orange,91.05,,2024,2022,boys,insidelacrosse
76,East Ave 2024 AA,90.98,,2024,2022,boys,insidelacrosse
77,Harvest 2024,90.98,,2024,2022,boys,insidelacrosse
78,True Blue 2024 Goats,90.75,,2024,2022,boys,insidelacrosse
79,True National 2024 Green,90.75,,2024,2022,boys,insidelacrosse
80,Team CT 2024 Navy,90.74,,2024,2022,boys,insidelacrosse
81,True Illinois 2024 Premier A,90.67,,2024,2022,boys,insidelacrosse
82,NJ Riot 2024 Chaos,90.66,,2024,2022,boys,insidelacrosse
83,Team 91 Georgia 2024,90.63,,2024,2022,boys,insidelacrosse
84,Fighting Clams 2024,90.52,,2024,2022,boys,insidelacrosse
85,Mad Dog NJ 2024,90.51,,2024,2022,boys,insidelacrosse
86,NH Tomahawks 2024 Purple,90.5,,2024,2022,boys,insidelacrosse
87,Rebels LC 2024 Surge,90.39,,2024,2022,boys,insidelacrosse
88,LI Legacy 2024,90.38,,2024,2022,boys,insidelacrosse
89,Blue Star 2024 White,90.36,,2024,2022,boys,insidelacrosse
90,California Gold 2024,90.26,,2024,2022,boys,insidelacrosse
91,Team Illinois 2024,90.21,,2024,2022,boys,insidelacrosse
92,Nation United 2024,90.11,,2024,2022,boys,insidelacrosse
93,UNRL National 2024,90.11,,2024,2022,boys,insidelacrosse
94,Predators 2024,90.08,,2024,2022,boys,insidelacrosse
95,Eclipse 2024 Orange,90.02,,2024,2022,boys,insidelacrosse
96,DC Express 2024,89.99,,2024,2022,boys,insidelacrosse
97,SouthShore 2024,89.92,,2024,2022,boys,insidelacrosse
98,Legends National 2024,89.88,,2024,2022,boys,insidelacrosse
99,Koopers 2024 Black,89.86,,2024,2022,boys,insidelacrosse
100,3D Colorado 2024 AA Red,89.8,,2024,2022,boys,insidelacrosse
101,Alcatraz Outlaws 2024,89.76,,2024,2022,boys,insidelacrosse
102,No-Excuse Memphis 2023-2024,89.74,,2024,2022,boys,insidelacrosse
103,Laxachusetts 2024 Green,89.71,,2024,2022,boys,insidelacrosse
104,LI Empire 2024,89.66,,2024,2022,boys,insidelacrosse
105,Laxachusetts 2024 Yellow,89.65,,2024,2022,boys,insidelacrosse
106,HGR 2024 Blue,89.63,,2024,2022,boys,insidelacrosse
107,Pinnacle 2024,89.54,,2024,2022,boys,insidelacrosse
108,LI Rush 2024 Havoc,89.52,,2024,2022,boys,insidelacrosse
109,Clams 2024 Blue,89.47,,2024,2022,boys,insidelacrosse
110,Laxachusetts 2024 White,89.45,,2024,2022,boys,insidelacrosse
111,True Utah 2024 Black,89.45,,2024,2022,boys,insidelacrosse
112,Sixers 2024,89.43,,2024,2022,boys,insidelacrosse
113,Igloo 2024 Windchill,89.43,,2024,2022,boys,insidelacrosse
114,4Leaf 2024 Airforce,89.39,,2024,2022,boys,insidelacrosse
115,Patriot Elite 2024 Chrome,89.32,,2024,2022,boys,insidelacrosse
116,NY Reign 2024,89.3,,2024,2022,boys,insidelacrosse
117,Patriot Elite 2024,89.29,,2024,2022,boys,insidelacrosse
118,Seattle Starz 2024 Elite,89.26,,2024,2022,boys,insidelacrosse
119,Florida Crabs 2024 Orange,89.21,,2024,2022,boys,insidelacrosse
120,L4 Select 2024,89.21,,2024,2022,boys,insidelacrosse
121,Haymakers LC 2024,89.18,,2024,2022,boys,insidelacrosse
122,Thunder 2024 Orange,89.17,,2024,2022,boys,insidelacrosse
123,Express North 2024 Orange,89.16,,2024,2022,boys,insidelacrosse
124,3D New England 2024 Blue,89.15,,2024,2022,boys,insidelacrosse
125,Headlines 2024 Navy,89.12,,2024,2022,boys,insidelacrosse
126,Gorilla 2024 Silver,89.04,,2024,2022,boys,insidelacrosse
127,Piatelli Pioneer 2024 Leary,88.98,,2024,2022,boys,insidelacrosse
128,ADVNC National 2024,88.97,,2024,2022,boys,insidelacrosse
129,True Elite 2024,88.96,,2024,2022,boys,insidelacrosse
130,UNRL Texas 2024,88.93,,2024,2022,boys,insidelacrosse
131,Resolute 2024 Red,88.81,,2024,2022,boys,insidelacrosse
132,Prostart 2024 Blue,88.79,,2024,2022,boys,insidelacrosse
133,MD Roughriders 2024,88.77,,2024,2022,boys,insidelacrosse
134,SoCal Bulls 2024,88.75,,2024,2022,boys,insidelacrosse
135,3D NE South 2024,88.74,,2024,2022,boys,insidelacrosse
136,Arizona Outlaws 2024,88.73,,2024,2022,boys,insidelacrosse
137,Tri-State 2024 Gold,88.7,,2024,2022,boys,insidelacrosse
138,LI Legacy 2024 Launch,88.68,,2024,2022,boys,insidelacrosse
139,True Ohio 2024 Black,88.68,,2024,2022,boys,insidelacrosse
140,3D Georgia 2024 Red,88.65,,2024,2022,boys,insidelacrosse
141,True Florida 2024,88.65,,2024,2022,boys,insidelacrosse
142,2 Knights 2024,88.64,,2024,2022,boys,insidelacrosse
143,UNRL 2024,88.64,,2024,2022,boys,insidelacrosse
144,3D Gulf Coast 2024,88.63,,2024,2022,boys,insidelacrosse
145,Alpha 2024 Premiere,88.6,,2024,2022,boys,insidelacrosse
146,True MTN West 2024,88.58,,2024,2022,boys,insidelacrosse
147,True National 2024 White,88.58,,2024,2022,boys,insidelacrosse
148,Looney's 2024,88.55,,2024,2022,boys,insidelacrosse
149,Grizzly 2024,88.53,,2024,2022,boys,insidelacrosse
150,Pride 2024,88.42,,2024,2022,boys,insidelacrosse
151,UNRL MN 2024,88.4,,2024,2022,boys,insidelacrosse
152,Scorpions USA 2024,88.35,,2024,2022,boys,insidelacrosse
153,Salty Dawgs 2024,88.31,,2024,2022,boys,insidelacrosse
154,Mad Dog NJ Shore 2024 Black,88.3,,2024,2022,boys,insidelacrosse
155,True North Carolina 2024,88.3,,2024,2022,boys,insidelacrosse
156,Annapolis Hawks 2024 Black,88.28,,2024,2022,boys,insidelacrosse
157,Iron Horse Houston 2024,88.27,,2024,2022,boys,insidelacrosse
158,Laxachusetts 2024 Navy,88.26,,2024,2022,boys,insidelacrosse
159,Prostart 2024 White,88.05,,2024,2022,boys,insidelacrosse
160,Albany Power 2024,88.02,,2024,2022,boys,insidelacrosse
161,Jersey Thunder 2024 Central,88.01,,2024,2022,boys,insidelacrosse
162,Mint 2024,87.97,,2024,2022,boys,insidelacrosse
163,No Excuse 2024,87.96,,2024,2022,boys,insidelacrosse
164,Team 11 2024,87.94,,2024,2022,boys,insidelacrosse
165,NCF Triad Elite 2024 Red,87.91,,2024,2022,boys,insidelacrosse
166,Brotherhood 2024,87.9,,2024,2022,boys,insidelacrosse
167,Team Money 2024,87.85,,2024,2022,boys,insidelacrosse
168,CT Valley 2024 Blue,87.8,,2024,2022,boys,insidelacrosse
169,TEAM Lacrosse 2024,87.76,,2024,2022,boys,insidelacrosse
170,CitySide 2024,87.75,,2024,2022,boys,insidelacrosse
171,Blackwolf 2024,87.73,,2024,2022,boys,insidelacrosse
172,Fusion Canada West 2024,87.71,,2024,2022,boys,insidelacrosse
173,Headstrong Lehigh Valley 2024,87.69,,2024,2022,boys,insidelacrosse
174,Black Bear 2024,87.67,,2024,2022,boys,insidelacrosse
175,HOCO 2024 Pink,87.48,,2024,2022,boys,insidelacrosse
176,Iron Horse Dallas 2024,87.47,,2024,2022,boys,insidelacrosse
177,NXT 2024 Rattler,87.26,,2024,2022,boys,insidelacrosse
178,Midwest Top Gun 2024,87.23,,2024,2022,boys,insidelacrosse
179,2Way North 2024,87.22,,2024,2022,boys,insidelacrosse
180,LI Express 2024 O'Reilly Black,87.21,,2024,2022,boys,insidelacrosse
181,Turtles 2024,87.16,,2024,2022,boys,insidelacrosse
182,Diamond National 2024,87.1,,2024,2022,boys,insidelacrosse
183,HOCO 2024,87.1,,2024,2022,boys,insidelacrosse
184,Richmond Hawks 2024 AA,87.07,,2024,2022,boys,insidelacrosse
185,Patriot Elite 2024 Navy,87.03,,2024,2022,boys,insidelacrosse
186,DelCo 2024,86.92,,2024,2022,boys,insidelacrosse
187,Piatelli Central 2024 Graham,86.92,,2024,2022,boys,insidelacrosse
188,Kings 2024 Blue,86.75,,2024,2022,boys,insidelacrosse
189,UL MAX (PA) 2024,86.68,,2024,2022,boys,insidelacrosse
190,Iron Horse Austin 2024,86.67,,2024,2022,boys,insidelacrosse
191,RI Bulldogs 2024,86.67,,2024,2022,boys,insidelacrosse
192,Team Twenty4 East 2024,86.67,,2024,2022,boys,insidelacrosse
