rank,club,rating,link,gender,class,season
--,Mad Dog West Elite 2026,--,,girls,2026,2024
--,MFL 2026 Black,--,,girls,2026,2024
--,MFL 2026 Blue,--,,girls,2026,2024
--,Mass Elite 2026 Red,--,,girls,2026,2024
--,Mass Elite 2026 White,--,,girls,2026,2024
--,Maxim 2026 Navy,--,,girls,2026,2024
--,Maxim 2026 Teal,--,,girls,2026,2024
--,MC Elite 2026 Carolina,--,,girls,2026,2024
--,MC Elite 2026 Midnight,--,,girls,2026,2024
--,MD United 2026,--,,girls,2026,2024
--,MD United 2026 East,--,,girls,2026,2024
--,Metro 2026 Blue,--,,girls,2026,2024
--,Metro Green 2026,--,,girls,2026,2024
--,Ladies Bigfoot Lacrosse Pink 2026,--,,girls,2026,2024
--,Minnesota Elite 2026,--,,girls,2026,2024
--,Monarch Orange 2026,--,,girls,2026,2024
--,Monster Elite 2026 Purple,--,,girls,2026,2024
--,Monster Elite 2026 White,--,,girls,2026,2024
--,NEMS 2026,--,,girls,2026,2024
--,Next Level 2026 Blue,--,,girls,2026,2024
--,NH Tomahawks 2026 Purple,--,,girls,2026,2024
--,No Excuse 2026,--,,girls,2026,2024
--,Nor'easter 2026 Grit,--,,girls,2026,2024
--,Nor'easter 2026 Power,--,,girls,2026,2024
--,NXT 2026 Black,--,,girls,2026,2024
--,NXT 2026 Volt,--,,girls,2026,2024
--,Ohio Premier Midwest East 2026,--,,girls,2026,2024
--,Ohio Premier Midwest West 2026,--,,girls,2026,2024
--,Orange Crush 2026,--,,girls,2026,2024
--,Oregon Pride 2026,--,,girls,2026,2024
--,Phantastix 2026 Purple,--,,girls,2026,2024
--,Phantastix 2026 West,--,,girls,2026,2024
--,Phantastix 2026 White,--,,girls,2026,2024
--,Phantoms LC 2026,--,,girls,2026,2024
--,Philadelphia Freedom 2026 White,--,,girls,2026,2024
--,Philadelphia Freedom Red 2026,--,,girls,2026,2024
--,Philadelphia Freedom White 2026,--,,girls,2026,2024
--,Philly Blast 2026 Spirit,--,,girls,2026,2024
--,Philly Blast 2026 Strength,--,,girls,2026,2024
--,Pipeline Platinum Blue 2026,--,,girls,2026,2024
--,Pipeline Platinum Red 2026,--,,girls,2026,2024
--,Pittsburgh Premier Silver 2026,--,,girls,2026,2024
--,PPLC 2026,--,,girls,2026,2024
--,Predators 2026,--,,girls,2026,2024
--,Pride 2026 BLACK,--,,girls,2026,2024
--,Pride 2026 Black Loudoun,--,,girls,2026,2024
--,Pride 2026 Loudon (Nova),--,,girls,2026,2024
--,Pride 2026 Red (Nova),--,,girls,2026,2024
--,Pride 2026 White,--,,girls,2026,2024
--,Pride 2026 White (Nova),--,,girls,2026,2024
--,PrimeTime 2026,--,,girls,2026,2024
--,Pure Advantage Premier 2026,--,,girls,2026,2024
--,R2 Lacrosse Club 2026,--,,girls,2026,2024
--,Rebels 2026,--,,girls,2026,2024
--,Recon 2026,--,,girls,2026,2024
--,Reign 2026,--,,girls,2026,2024
--,Relentless Hustle 2026,--,,girls,2026,2024
--,Renegades 2026,--,,girls,2026,2024
--,Resolute 2026,--,,girls,2026,2024
--,REV 2026 Black,--,,girls,2026,2024
