rank,club,rating,link,gender,class,season
--,Monster National 2025 White,--,,girls,2025,2021
--,Mountain Brook Spartans,--,,girls,2025,2021
--,NEMS 2025,--,,girls,2025,2021
--,NH Tomahawks 2025 Purple,--,,girls,2025,2021
--,Nor'easter 2025 Grit,--,,girls,2025,2021
--,Nor'easter 2025 Hustle,--,,girls,2025,2021
--,Nor'easter 2025 Power,--,,girls,2025,2021
--,NXT 2025 Black,--,,girls,2025,2021
--,NXT 2025 Volt,--,,girls,2025,2021
--,Ohio Premier 2025,--,,girls,2025,2021
--,Orange Crush 2025,--,,girls,2025,2021
--,Oregon Pride 2025,--,,girls,2025,2021
--,Palms Select 2025,--,,girls,2025,2021
--,Phantastix 2025 Purple,--,,girls,2025,2021
--,Phantastix 2025 West,--,,girls,2025,2021
--,Phantastix 2025 White,--,,girls,2025,2021
--,Philly Blast 2025 Power,--,,girls,2025,2021
--,Philly Blast 2025 Pride,--,,girls,2025,2021
--,PPLC 2025 Blue,--,,girls,2025,2021
--,PRIDE 2025 BALTIMORE,--,,girls,2025,2021
--,Pride 2025 Loudon,--,,girls,2025,2021
--,Pride 2025 RED,--,,girls,2025,2021
--,Pride 2025 White,--,,girls,2025,2021
--,Primetime 2025,--,,girls,2025,2021
--,Queen City Stars Black 2025,--,,girls,2025,2021
--,Rebels 2025,--,,girls,2025,2021
--,Rebels 2025 Black,--,,girls,2025,2021
--,Redshirts 2025,--,,girls,2025,2021
--,Reign 2025,--,,girls,2025,2021
--,Relentless Hustle 2025,--,,girls,2025,2021
--,Renegades 2025,--,,girls,2025,2021
--,Renegades 25,--,,girls,2025,2021
--,REV 2025 Blue,--,,girls,2025,2021
--,Salt City Snipers 2025,--,,girls,2025,2021
--,Sky Walkers 2025 Blue,--,,girls,2025,2021
--,Sky Walkers 2025 White,--,,girls,2025,2021
--,Snipers Elite Lacrosse 2025,--,,girls,2025,2021
--,SoCal Express 2025 Platinum,--,,girls,2025,2021
--,SoCal Express 2025 Gold,--,,girls,2025,2021
--,Soundcrosse 2025,--,,girls,2025,2021
--,South Coast 2025,--,,girls,2025,2021
--,SJS 25 Black,--,,girls,2025,2021
--,SJS 25 Pink,--,,girls,2025,2021
--,South Jersey Select 2025 Black,--,,girls,2025,2021
--,South Jersey Select 2025 Pink,--,,girls,2025,2021
--,Southern Zone 2025,--,,girls,2025,2021
--,Southern Zone 2025,--,,girls,2025,2021
--,STARS 2025 Blue,--,,girls,2025,2021
--,STARS 2025 Navy,--,,girls,2025,2021
--,STEPS California 2025,--,,girls,2025,2021
--,STEPS Elite NJ 2025 Blue,--,,girls,2025,2021
--,STEPS Elite NJ 2025 White,--,,girls,2025,2021
--,Storm Select 2025,--,,girls,2025,2021
--,Storm Select 2025,--,,girls,2025,2021
--,T3 Elite Elite 2025,--,,girls,2025,2021
--,Team 180 2025,--,,girls,2025,2021
--,Team 91 Carolina 2025,--,,girls,2025,2021
--,Team Elevate 2025 Blue,--,,girls,2025,2021
--,Team Elevate 2025 Red,--,,girls,2025,2021
--,Team ONE Wildcat 2025,--,,girls,2025,2021
--,Rebel Way 2025,--,,girls,2025,2021
--,TLC 2025 Red,--,,girls,2025,2021
--,TLC 2025 White,--,,girls,2025,2021
--,Triple Threat Elite 2025,--,,girls,2025,2021
--,Triple Threat Elite Central NJ 2025,--,,girls,2025,2021
--,Triumph 25/26,--,,girls,2025,2021
--,True CA Attack 2025,--,,girls,2025,2021
--,True California 2025,--,,girls,2025,2021
--,True Florida 2025,--,,girls,2025,2021
--,True Illinois 2025 Black,--,,girls,2025,2021
--,True Illinois 2025 State,--,,girls,2025,2021
--,True National 2025,--,,girls,2025,2021
--,UPROAR 25 ELITE,--,,girls,2025,2021
--,VA Metro 2025,--,,girls,2025,2021
--,Valley Select 25/26,--,,girls,2025,2021
--,Virginia One 2025 White,--,,girls,2025,2021
--,LI Yellow Jackets 2025 Galvin,--,,girls,2025,2021
--,LI Yellow Jackets 2025 Janelli,--,,girls,2025,2021
--,LI Yellow Jackets 2025 Lomangino,--,,girls,2025,2021
--,LI Yellow Jackets 2025 Spallina,--,,girls,2025,2021
--,LI Yellow Jackets Grzelaczyk 2025,--,,girls,2025,2021
--,Yellow Jackets 2025 Blue,--,,girls,2025,2021
--,Yellow Jackets North 2025 Curran,--,,girls,2025,2021
--,Yellow Jackets North 2025 Quatro,--,,girls,2025,2021
--,Yellow Jackets North 2025 Willams,--,,girls,2025,2021
--,Yellow Jackets North Mid Atlantic 2025,--,,girls,2025,2021
--,Yellow Jackets North Rockland 2025,--,,girls,2025,2021
--,Yellow Jackets South 2025 Blue,--,,girls,2025,2021
--,Yellow Jackets South 2025 Gold,--,,girls,2025,2021
--,York Invaders 2025,--,,girls,2025,2021
