rank,club,rating,link,gender,class,season
121,Minnesota Elite 2024,87.81,,girls,2024,2022
122,3D New England 2024,87.78,,girls,2024,2022
123,FLG 2024,87.77,,girls,2024,2022
124,STEPS Elite NJ 2024 White,87.77,,girls,2024,2022
125,Laxachusetts 2024 Yellow,87.64,,girls,2024,2022
126,Ultimate 2024 Power,87.59,,girls,2024,2022
127,Belles 2024,87.56,,girls,2024,2022
128,Metro 2024 Blue,87.56,,girls,2024,2022
129,Team BC 2024,87.54,,girls,2024,2022
130,SJ Shamrocks 2024,87.47,,girls,2024,2022
131,Nor'easter 2024 Grit,87.45,,girls,2024,2022
132,Mass Elite 2024 White,87.4,,girls,2024,2022
133,CCLax 2024 Black,87.2,,girls,2024,2022
134,Impact 2024,87.12,,girls,2024,2022
135,518Excelerate 2024,86.99,,girls,2024,2022
136,Gold Star 2024,86.89,,girls,2024,2022
137,Lady Blue Crabs 2024,86.89,,girls,2024,2022
138,Ultimate NC 2024 Blue,86.89,,girls,2024,2022
139,Granite State Elite 2024,86.88,,girls,2024,2022
140,MC Elite 2024 Midnight,86.77,,girls,2024,2022
141,Reign 2024,86.77,,girls,2024,2022
142,Lax On Elite 2024,86.76,,girls,2024,2022
143,Grit Houston 2024,86.61,,girls,2024,2022
144,Ultimate CLT 2024 Blue,86.53,,girls,2024,2022
145,3D Nation's Best 2024,86.38,,girls,2024,2022
146,NXT 2024 Volt,86.33,,girls,2024,2022
147,TLC 2024 Gold,86.32,,girls,2024,2022
148,Fire 2024,86.31,,girls,2024,2022
149,Yellow Jackets North 2024 Rockland,86.29,,girls,2024,2022
150,Bluegrass Premier 2024,86.18,,girls,2024,2022
151,Phantastix 2024 West,86.02,,girls,2024,2022
152,Yellow Jackets North 2024 Mager,86.01,,girls,2024,2022
153,Summit 2024 Black,85.86,,girls,2024,2022
154,DEWLAX 2024 Blue-White,85.75,,girls,2024,2022
155,Eagle Stix 2024 Grey,85.66,,girls,2024,2022
156,Pittsburgh Premier 2024 Blue,85.63,,girls,2024,2022
157,Indy United 2024,85.46,,girls,2024,2022
158,Lax Maniax 2024 White,85.39,,girls,2024,2022
159,CLC 2024 Bold,85.36,,girls,2024,2022
160,Orange Crush 2024,85.36,,girls,2024,2022
161,CCLAX 2024,85.35,,girls,2024,2022
162,BBL Elite 2024 Select,85.28,,girls,2024,2022
163,Common Goal 2024,85.2,,girls,2024,2022
164,Pride 2024 Loudon,85.13,,girls,2024,2022
165,Monster Elite 2024 Orange,85.12,,girls,2024,2022
166,Lucky Lax 2024,84.97,,girls,2024,2022
167,ADK 2024,84.94,,girls,2024,2022
168,True MN 2024 AAA,84.93,,girls,2024,2022
169,True CA Attack 2024,84.7,,girls,2024,2022
170,Limitless 2024,84.55,,girls,2024,2022
171,South Jersey Select 2024 Black,84.46,,girls,2024,2022
172,Coastal Crush 2024,84.22,,girls,2024,2022
173,Seattle Starz 2024,84.19,,girls,2024,2022
174,Madlax Capital Blue,84.06,,girls,2024,2022
175,HOCO 2024 Pink,83.86,,girls,2024,2022
176,Empress 2024,83.62,,girls,2024,2022
177,Yellow Jackets North 2024 Kaishan,83.62,,girls,2024,2022
178,Georgia Lady Outlaws 2024,83.58,,girls,2024,2022
179,Rebels 2024 Gold,83.46,,girls,2024,2022
180,Virginia One 2024 Gray,83.46,,girls,2024,2022
181,Phantastix 2024 White,83.41,,girls,2024,2022
182,Coppermine North 2024,83.25,,girls,2024,2022
183,DEWLAX CT 2024,83.21,,girls,2024,2022
184,MFL 2024 Blue,83.19,,girls,2024,2022
185,Yellow Jackets North Mid Atlantic 2024,83.02,,girls,2024,2022
186,DEWLAX 2024 CT,83.0,,girls,2024,2022
187,Denver Pride 2024,82.92,,girls,2024,2022
188,TLC 2024 White,82.87,,girls,2024,2022
189,Team Elevate 2024 Blue,82.84,,girls,2024,2022
190,Crush Elite 2024,82.77,,girls,2024,2022
191,Resolute 2024 Black,82.67,,girls,2024,2022
192,Recon 2024,82.64,,girls,2024,2022
193,DEWLAX 2024 White,82.45,,girls,2024,2022
194,VA Metro 2024 Orange,82.37,,girls,2024,2022
195,ICON 2024,82.36,,girls,2024,2022
196,UPROAR 2024 SELECT,82.23,,girls,2024,2022
197,Atlanta Storm 2024 Orange,82.17,,girls,2024,2022
198,True CO 2024 State,82.09,,girls,2024,2022
199,Florida Shine Elite 2024,82.0,,girls,2024,2022
200,LI Jesters 2024 Pink,81.84,,girls,2024,2022
201,Cavalier NoVa 2024,81.72,,girls,2024,2022
202,Medusa 2024,81.69,,girls,2024,2022
203,NH Tomahawks 2024 Gold,81.68,,girls,2024,2022
204,True Pittsburg 2024,81.56,,girls,2024,2022
205,Mad Dog NJ 2024 Red,81.42,,girls,2024,2022
206,Metro 2024 Green,81.4,,girls,2024,2022
207,Dynasty Elite 2024 Bravo,80.99,,girls,2024,2022
208,Jets Pink '23-'24,80.67,,girls,2024,2022
209,Mad Dog NJ North 2024 Red,80.67,,girls,2024,2022
210,Yellow Jackets North 2023-2024 Rockland,80.67,,girls,2024,2022
