rank,club,rating,link,gender,class,season
--,Charlotte Style 2025 Black,--,,girls,2025,2024
--,Check Hers 2025 Black,--,,girls,2025,2024
--,Check-Hers Elite 2025 Black,--,,girls,2025,2024
--,CheckHers 2025,--,,girls,2025,2024
--,Circle City 2025 Titanium,--,,girls,2025,2024
--,Coast 2025 Elite,--,,girls,2025,2024
--,Coppermine 2025 Black,--,,girls,2025,2024
--,Coppermine North 2025 Blue,--,,girls,2025,2024
--,CT Grizzlies 2025 Navy,--,,girls,2025,2024
--,CT Grizzlies 2025 Yellow,--,,girls,2025,2024
--,CT Shoreline Sharks 2025,--,,girls,2025,2024
--,Dark Horse 2025/2026,--,,girls,2025,2024
--,DelCo 2025 Select,--,,girls,2025,2024
--,Delco Elite 2025,--,,girls,2025,2024
--,Denver Pride 2025,--,,girls,2025,2024
--,DEWLAX 2025 BLACK,--,,girls,2025,2024
--,DEWLAX 2025 BLUE,--,,girls,2025,2024
--,DEWLAX 2025 CT,--,,girls,2025,2024
--,DEWLAX 2025 ORANGE,--,,girls,2025,2024
--,Dynamite 2025 Black,--,,girls,2025,2024
--,Dynamite 2025 Red,--,,girls,2025,2024
--,Dynasty Elite 2025 Delta,--,,girls,2025,2024
--,Dynasty Elite 2025 Victor,--,,girls,2025,2024
--,Eagle Stix 2025 Blue,--,,girls,2025,2024
--,Eagle Stix 2025 Grey,--,,girls,2025,2024
--,ESLC Pirates 2025,--,,girls,2025,2024
--,Empress 2025,--,,girls,2025,2024
--,FCA Upstate NY 2025,--,,girls,2025,2024
--,FLG 2025 Elevate Blue,--,,girls,2025,2024
--,FLG Blue Devils 2025,--,,girls,2025,2024
--,Florida Select 2025,--,,girls,2025,2024
--,Florida Shine Elite 2025,--,,girls,2025,2024
--,Fusion Canada West 2025,--,,girls,2025,2024
--,GSE 2025,--,,girls,2025,2024
--,Georgia Lady Outlaws 2025 Pink,--,,girls,2025,2024
--,Gold Coast 2025 Black,--,,girls,2025,2024
--,Gold Coast 2025 GOLD,--,,girls,2025,2024
--,Gold Coast 2025 Silver,--,,girls,2025,2024
--,Gold Coast 2025 White,--,,girls,2025,2024
--,Gold Star 2025,--,,girls,2025,2024
--,Granite State Elite 2025,--,,girls,2025,2024
--,GRIT Austin 2025,--,,girls,2025,2024
--,GRIT Dallas 2025,--,,girls,2025,2024
--,GRIT Houston 2025,--,,girls,2025,2024
--,Headlines HS 2025,--,,girls,2025,2024
--,HEADstrong SJ Girls 2025,--,,girls,2025,2024
--,Hero's 2025 Green,--,,girls,2025,2024
--,Hero's 2025 White,--,,girls,2025,2024
--,HGR 2025 Green,--,,girls,2025,2024
--,Hill Academy 2025,--,,girls,2025,2024
--,HoCo 2025 Black,--,,girls,2025,2024
--,HOCO 2025 Pink,--,,girls,2025,2024
--,Hoco Girls 2025 Black,--,,girls,2025,2024
--,Hurricanes 2025 Black,--,,girls,2025,2024
--,Hurricanes 2025 Green,--,,girls,2025,2024
--,Hurricanes 2025/2026 Black,--,,girls,2025,2024
--,Hurricanes 2025/2026 Grey,--,,girls,2025,2024
--,IL I.D. Fire,--,,girls,2025,2024
--,IL I.D. Impact,--,,girls,2025,2024
--,IL I.D. Power,--,,girls,2025,2024
--,IL I.D. Stars,--,,girls,2025,2024
--,Impact 2025,--,,girls,2025,2024
--,Integrity 2025,--,,girls,2025,2024
--,Integrity 2025 Green,--,,girls,2025,2024
--,Inteprid 2024-2025,--,,girls,2025,2024
--,Jersey Shore Select 2025 Blue,--,,girls,2025,2024
--,Jersey SHORE Select 3 Point 2025,--,,girls,2025,2024
--,Jersey Thunder 2025,--,,girls,2025,2024
--,Jets Pink 2025/2026,--,,girls,2025,2024
--,KCLC Premier 2025,--,,girls,2025,2024
--,LA Select 2025,--,,girls,2025,2024
--,Lacrosse Monkey 2025,--,,girls,2025,2024
--,Lake Effect Storm 2025 Elite Red,--,,girls,2025,2024
--,Lake Effect Storm Elite 2025 White,--,,girls,2025,2024
--,Lake Murray Rapids 2025 Black,--,,girls,2025,2024
--,Lakeshore 2025,--,,girls,2025,2024
--,Lakeside Lacrosse Alpine 2025,--,,girls,2025,2024
--,Lanco 2025,--,,girls,2025,2024
--,Lax Maniax 2025 Black,--,,girls,2025,2024
--,Lax Maniax 2025 White,--,,girls,2025,2024
--,Lax On Elite 2025,--,,girls,2025,2024
--,Laxachusetts 2025 Black,--,,girls,2025,2024
--,Laxachusetts 2025 Navy,--,,girls,2025,2024
--,Laxachusetts 2025 Yellow,--,,girls,2025,2024
--,LI Legacy GA 2025,--,,girls,2025,2024
--,LI Empire 2025,--,,girls,2025,2024
--,LI Empire 2025 Green,--,,girls,2025,2024
--,LI Jesters 2025 Black,--,,girls,2025,2024
--,LI Jesters 2025 Pink,--,,girls,2025,2024
--,LI Jesters 2025 White,--,,girls,2025,2024
--,LI Legacy 2025 Blue,--,,girls,2025,2024
--,LI Liberty 2025 Black,--,,girls,2025,2024
--,LI Outlaws 2025,--,,girls,2025,2024
--,LI Top Guns 2025 Black,--,,girls,2025,2024
--,LI Top Guns 2025 Purple,--,,girls,2025,2024
--,Limitless Elite 2025,--,,girls,2025,2024
--,Lotus 2025,--,,girls,2025,2024
--,Lou Fusz Blue Star Elite 2025,--,,girls,2025,2024
--,Lucky Lax 2025,--,,girls,2025,2024
--,M&D 2025 Black,--,,girls,2025,2024
--,M&D 2025 Red,--,,girls,2025,2024
--,M&D 2025 Shore,--,,girls,2025,2024
--,M&D Orlando 2025 Black,--,,girls,2025,2024
--,M&D Orlando Lax 2025-26 Red,--,,girls,2025,2024
--,M&D Shore 2025 Black,--,,girls,2025,2024
--,MACLAX HS 2025/2026 BLUE,--,,girls,2025,2024
--,Mad Dog NJ North 2025 Black,--,,girls,2025,2024
--,Mad Dog Shore 2025/2026,--,,girls,2025,2024
--,Mad Dog West Elite 2025,--,,girls,2025,2024
--,Madlax Magic 2025-26 Orange,--,,girls,2025,2024
--,Maineiax Elite 2025,--,,girls,2025,2024
--,MFL 2025 Black,--,,girls,2025,2024
--,MFL 2025 Blue,--,,girls,2025,2024
--,Mass Elite 2025 Blue,--,,girls,2025,2024
--,Mass Elite 2025 Red,--,,girls,2025,2024
--,Mass Elite 2025 White,--,,girls,2025,2024
--,Maxim 2025 Navy,--,,girls,2025,2024
--,Maxim 2025 Teal,--,,girls,2025,2024
--,MC Elite 2025 Carolina,--,,girls,2025,2024
--,MC Elite 2025 Midnight,--,,girls,2025,2024
--,MD United 2025 East,--,,girls,2025,2024
--,MD United 2025 West,--,,girls,2025,2024
--,Metro 2025 Blue,--,,girls,2025,2024
--,Minnesota Elite 2025,--,,girls,2025,2024
--,Monarch Black 2025,--,,girls,2025,2024
--,Monster 2025 Blue,--,,girls,2025,2024
--,Monster Elite 2025 Orange,--,,girls,2025,2024
--,Monster Elite 2025 Purple,--,,girls,2025,2024
--,Monster Elite 2025 White,--,,girls,2025,2024
--,NEMS 2025,--,,girls,2025,2024
--,Next Level 2025,--,,girls,2025,2024
--,NH Tomahawks 2025 Gold,--,,girls,2025,2024
--,NH Tomahawks 2025 Purple,--,,girls,2025,2024
--,Nor'easter 2025,--,,girls,2025,2024
--,Nor'easter 2025 Grit,--,,girls,2025,2024
--,Nor'easter 2025 Power,--,,girls,2025,2024
--,NXT 2025 Black,--,,girls,2025,2024
--,NXT 2025 Volt,--,,girls,2025,2024
--,Ohio Premier Select 2025,--,,girls,2025,2024
--,Orange Crush 2025,--,,girls,2025,2024
--,Oregon Pride 2025,--,,girls,2025,2024
--,Phantastix 2025 Purple,--,,girls,2025,2024
--,Phantastix 2025 West,--,,girls,2025,2024
--,Phantastix 2025 White,--,,girls,2025,2024
--,Phantoms 2025,--,,girls,2025,2024
--,Philadelphia Freedom 2025,--,,girls,2025,2024
--,Philly Blast 2025,--,,girls,2025,2024
--,Philly Blast 2025 Pride,--,,girls,2025,2024
--,Pipeline Platinum 2025 Red,--,,girls,2025,2024
--,Pipeline Platinum Blue 2025,--,,girls,2025,2024
--,PPLC 2025 Blue,--,,girls,2025,2024
--,Predators 2025,--,,girls,2025,2024
--,Pride 2025 Black Nova,--,,girls,2025,2024
--,Pride 2025 Cavalier,--,,girls,2025,2024
--,Pride 2025 Hansen,--,,girls,2025,2024
--,Pride 2025 White,--,,girls,2025,2024
--,Pride 2025 White (Nova),--,,girls,2025,2024
--,Primetime 2025,--,,girls,2025,2024
--,Pure Advantage Premier 2025,--,,girls,2025,2024
--,Pure Advantage Premier 2025/2026,--,,girls,2025,2024
