rank,club,rating,link,gender,class,season
--,Impact 2027 Black,--,,girls,2027,2024
--,Impact 2027 Gold,--,,girls,2027,2024
--,Integrity 2027 Blue,--,,girls,2027,2024
--,Integrity 2027 Green,--,,girls,2027,2024
--,Jersey Shore Select 2027 Blue,--,,girls,2027,2024
--,Jets Black 2027,--,,girls,2027,2024
--,KCLC 2027,--,,girls,2027,2024
--,Lady Ballers 2027,--,,girls,2027,2024
--,Lakeshore 2027,--,,girls,2027,2024
--,Lakeshore Lacrosse National Premier 2027,--,,girls,2027,2024
--,Lanco Elite 2027-28,--,,girls,2027,2024
--,Lax Maniax 2027,--,,girls,2027,2024
--,Lax On Elite 2027,--,,girls,2027,2024
--,Laxachusetts 2027 Black,--,,girls,2027,2024
--,Laxachusetts 2027 Yellow,--,,girls,2027,2024
--,Legends MD 2027,--,,girls,2027,2024
--,LI Empire 2027 Green,--,,girls,2027,2024
--,Jesters 2027 Black,--,,girls,2027,2024
--,LI Jesters 2027 Blue,--,,girls,2027,2024
--,LI Jesters 2027 Pink,--,,girls,2027,2024
--,LI Legacy 2027 Blue,--,,girls,2027,2024
--,LI Legacy 2027 White,--,,girls,2027,2024
--,LI Liberty 2027 Black,--,,girls,2027,2024
--,LI Liberty Lax 2027 Red,--,,girls,2027,2024
--,LI Top Guns 2027 Black,--,,girls,2027,2024
--,LI Top Guns 2027 Purple,--,,girls,2027,2024
--,Limelight 2027,--,,girls,2027,2024
--,Limitless 2027,--,,girls,2027,2024
--,Lotus 2027,--,,girls,2027,2024
--,Lucky Lax 2027,--,,girls,2027,2024
--,M&D 2027 Black,--,,girls,2027,2024
--,M&D 2027 Red,--,,girls,2027,2024
--,M&D Orlando 2027 Black,--,,girls,2027,2024
--,M&D Shore 2027 Black,--,,girls,2027,2024
--,Mad Dog Shore 2027/2028,--,,girls,2027,2024
--,Mad Dog West Elite 2027,--,,girls,2027,2024
--,Mass Elite 2027 Blue,--,,girls,2027,2024
--,Mass Elite 2027 Red,--,,girls,2027,2024
--,Mass Elite 2027 White,--,,girls,2027,2024
--,Maxim 2027 Navy,--,,girls,2027,2024
--,MC Elite 2027 Carolina,--,,girls,2027,2024
--,MC Elite 2027 Midnight,--,,girls,2027,2024
--,MD United 2027,--,,girls,2027,2024
--,Metro Blue 2027,--,,girls,2027,2024
--,Monster 2027 Purple,--,,girls,2027,2024
--,Monster 2027 White,--,,girls,2027,2024
--,NEMS 2027,--,,girls,2027,2024
--,NEPA 2027,--,,girls,2027,2024
--,Next level 2027 Blue,--,,girls,2027,2024
--,Next level 2027 Red,--,,girls,2027,2024
--,No Excuse 2027,--,,girls,2027,2024
--,NXT 2027 Black,--,,girls,2027,2024
--,NXT 2027 Volt,--,,girls,2027,2024
--,Ohio Premier Select 2027,--,,girls,2027,2024
--,Orange Crush 2027,--,,girls,2027,2024
--,Oregon Pride 2027,--,,girls,2027,2024
--,Phantastix 2027 Purple,--,,girls,2027,2024
--,Phantastix 2027 West,--,,girls,2027,2024
--,Phantastix 2027 White,--,,girls,2027,2024
--,Phantom 2026-27 Black,--,,girls,2027,2024
--,Philly Blast 2027 Confidence,--,,girls,2027,2024
--,Philly Blast 2027 Courage,--,,girls,2027,2024
--,PPLC 2027 Blue,--,,girls,2027,2024
--,PPLC 2027 Green,--,,girls,2027,2024
--,Predators 2027,--,,girls,2027,2024
--,Pride 2027 BLACK,--,,girls,2027,2024
--,Pride 2027 Black Nova,--,,girls,2027,2024
--,Pride 2027 White,--,,girls,2027,2024
--,Pride 2027 White Nova,--,,girls,2027,2024
--,Primetime 2027,--,,girls,2027,2024
--,Pure Advantage Premier 2027,--,,girls,2027,2024
--,Pure Advantage Rising Stars 2027,--,,girls,2027,2024
--,Rebels 2027,--,,girls,2027,2024
--,Reign 2026-27 Rise,--,,girls,2027,2024
--,Reign 2027,--,,girls,2027,2024
--,Renegades 27,--,,girls,2027,2024
--,REV 2027 Black,--,,girls,2027,2024
--,Salt City Snipers 2027 Green,--,,girls,2027,2024
--,Salt City Snipers 2027 Pink,--,,girls,2027,2024
--,Saltwater 2027,--,,girls,2027,2024
--,Silver Maple 2027,--,,girls,2027,2024
--,SJ Shamrocks 2027 Orange,--,,girls,2027,2024
--,Sky Walkers 2027 Blue,--,,girls,2027,2024
--,Sky Walkers 2027 White,--,,girls,2027,2024
--,Snipers Elite 2027,--,,girls,2027,2024
--,Sound Lacrosse 2027 Green,--,,girls,2027,2024
--,South Coast 2027,--,,girls,2027,2024
--,South Jersey Select 2027 Black,--,,girls,2027,2024
--,South Jersey Select 2027 Pink,--,,girls,2027,2024
--,Southern Maryland Jets Black 2027,--,,girls,2027,2024
--,Southern Zone 2027 Red,--,,girls,2027,2024
--,Southern Zone 2027 White,--,,girls,2027,2024
--,Stars 2027 Blue,--,,girls,2027,2024
--,Stars 2027 Light Blue,--,,girls,2027,2024
--,Stars 2027 Navy,--,,girls,2027,2024
--,STEPS California 2027,--,,girls,2027,2024
--,STEPS Elite NJ 2027 Carolina,--,,girls,2027,2024
--,STEPS Elite NJ 2027 Navy,--,,girls,2027,2024
--,Storm Select 2027,--,,girls,2027,2024
--,Stu Funk 2027/2028,--,,girls,2027,2024
--,STUFUNK 2027,--,,girls,2027,2024
--,Team 11 2027,--,,girls,2027,2024
--,Team 180 2027,--,,girls,2027,2024
--,Team 91 Long Island 2027 Anarchy,--,,girls,2027,2024
--,Team ONE North 2027 Select,--,,girls,2027,2024
--,Team ONE West 2027,--,,girls,2027,2024
--,Team ONE Wildcat 2027,--,,girls,2027,2024
--,Texas Nationals 2027,--,,girls,2027,2024
--,TLC 2027 Red,--,,girls,2027,2024
--,Tradition 2027,--,,girls,2027,2024
--,Triple Threat Elite 2027,--,,girls,2027,2024
--,Triple Threat Elite 2027 Iron,--,,girls,2027,2024
--,Triumph 2027,--,,girls,2027,2024
--,Triumph 2027/2028,--,,girls,2027,2024
--,True Coast 2027,--,,girls,2027,2024
--,True CO 2027,--,,girls,2027,2024
--,True Kalamazoo JV 2027,--,,girls,2027,2024
--,True National 2027,--,,girls,2027,2024
--,True Pittsburgh 2027,--,,girls,2027,2024
--,UPROAR 2027/2028,--,,girls,2027,2024
--,Uproar Elite 2027,--,,girls,2027,2024
--,Ultimate 2027 CAR,--,,girls,2027,2024
--,Ultimate CC 2027,--,,girls,2027,2024
--,Ultimate Lacrosse NJ 2027 Blue,--,,girls,2027,2024
--,Ultimate LV 2027,--,,girls,2027,2024
--,Ultimate PA 2027 Blue,--,,girls,2027,2024
--,Ultimate PA 2027 White,--,,girls,2027,2024
--,Ultimate Lacrosse CLT 2027 Blue,--,,girls,2027,2024
--,Urban Elite 2027,--,,girls,2027,2024
--,Venom 2027,--,,girls,2027,2024
--,Venom 2027-28,--,,girls,2027,2024
--,Xtreme 2027,--,,girls,2027,2024
--,Yellow Jackets 2027 Gaghan,--,,girls,2027,2024
--,Yellow Jackets 2027 Piscitelli,--,,girls,2027,2024
--,Yellow Jackets 2027 Stadler,--,,girls,2027,2024
--,Yellow Jackets Dutchess 2027 Kuczma,--,,girls,2027,2024
--,Yellow Jackets North 2027 Porter,--,,girls,2027,2024
--,Yellow Jackets South 2027,--,,girls,2027,2024
