rank,club,rating,link,gender,class,season
174,Brotherhood 2024A,89.96,,boys,2024,2021
175,STEPS Elite 2024,89.93,,boys,2024,2021
176,Haymakers LC 2024,89.92,,boys,2024,2021
177,Next Level 2024 Red,89.9,,boys,2024,2021
178,RI Bulldogs 2024,89.88,,boys,2024,2021
179,MD Roughriders 2024,89.8,,boys,2024,2021
180,Philadelphia Freedom 2024-2025,89.8,,boys,2024,2021
181,Albany Power 2024,89.77,,boys,2024,2021
182,NCF Triad Elite 2024 Red,89.76,,boys,2024,2021
183,Iron Horse Houston 2024,89.7,,boys,2024,2021
184,Resolute 2024 Red,89.61,,boys,2024,2021
185,Team Maryland 2024,89.6,,boys,2024,2021
186,CT Valley 2024 Blue,89.59,,boys,2024,2021
187,3D New England 2024 Blue,89.53,,boys,2024,2021
188,Florida Crabs 2024 Orange,89.46,,boys,2024,2021
189,West Coast Warriors 2024,89.44,,boys,2024,2021
190,Iron Horse Dallas 2024,89.38,,boys,2024,2021
191,Cape Fear Shamrocks 2024,89.35,,boys,2024,2021
192,NXT 2024 Rattler,89.29,,boys,2024,2021
193,Piatelli Pioneer 2024 Leary,89.25,,boys,2024,2021
194,Penguins Select 2024 Blue,89.22,,boys,2024,2021
195,Bucks Select 2024,89.17,,boys,2024,2021
196,Lax Mafia 2024AA,89.13,,boys,2024,2021
197,PA Roughriders 2024,89.07,,boys,2024,2021
198,LI Empire 2024,88.92,,boys,2024,2021
199,3D Florida 2024 AA,88.84,,boys,2024,2021
200,Recon 2024 Sharks,88.84,,boys,2024,2021
201,True Utah 2024 Black,88.82,,boys,2024,2021
202,NH Tomahawks 2024 Gold,88.81,,boys,2024,2021
203,Second City 2024,88.79,,boys,2024,2021
204,Laxachusetts 2024 White,88.68,,boys,2024,2021
205,Falcons 2024,88.67,,boys,2024,2021
206,Denver Elite 2024 Blue,88.62,,boys,2024,2021
207,Top Caliber 2024,88.61,,boys,2024,2021
208,HGR 2024 Blue,88.49,,boys,2024,2021
209,Cavalier 2024,88.45,,boys,2024,2021
210,Great Lakes 2024,88.42,,boys,2024,2021
