rank,team,w,l,rating,link,gender
412,Regis Jesuit (CO),0,2,81.31,,girls
413,Minnetonka (MN),0,1,81.28,,girls
414,Pinecrest (NC),0,2,81.27,,girls
415,Duxbury (MA),0,2,81.23,,girls
416,Deerfield Academy (MA ),3,3,81.19,,girls
417,Hickory (NC),1,1,81.1,,girls
418,Gwynedd Mercy Academy (PA),0,2,81.1,,girls
419,Independence (NC),3,0,81.09,,girls
420,Fluvanna County (VA),2,5,81.09,,girls
421,Whitewater (GA),9,2,81.06,,girls
422,Lake Mary (FL),0,1,81.05,,girls
423,Fulton (NY),1,2,81.04,,girls
424,Gainesville (GA),0,1,81.01,,girls
425,Lower Dauphin (PA),0,2,81.01,,girls
426,"Yorktown, VA (VA)",5,3,80.97,,girls
427,"Patrick Henry, Ashland (VA)",1,4,80.97,,girls
428,Portage Northern (MI),1,1,80.92,,girls
429,Dallastown Area (PA),0,1,80.92,,girls
430,"Dover Area, PA (PA)",0,1,80.92,,girls
431,Kennard-Dale (PA),0,1,80.92,,girls
432,New Oxford (PA),0,1,80.92,,girls
433,South Western (PA),0,1,80.92,,girls
434,West York Area (PA),0,1,80.92,,girls
435,York Suburban (PA),0,1,80.92,,girls
436,Nerinx Hall (MO),7,9,80.89,,girls
437,Smoky Hill (CO),1,0,80.85,,girls
438,Mechanicsburg (PA),1,2,80.83,,girls
439,Central Dauphin (PA),0,1,80.83,,girls
440,Burlingame (CA),10,3,80.81,,girls
441,Central Catholic (MA),2,2,80.81,,girls
442,Sequoia (CA),1,1,80.81,,girls
443,West Chester East (PA),0,1,80.8,,girls
444,"St. Mary's ES, TN (TN)",2,2,80.77,,girls
445,South Plantation (FL),0,2,80.74,,girls
446,Blackhawk (PA),0,1,80.72,,girls
447,Dulaney (MD),0,3,80.71,,girls
448,Kenwood (MD),0,1,80.71,,girls
449,Lampeter-Strasburg (PA),0,2,80.7,,girls
450,Pope (GA),0,3,80.64,,girls
451,Lucy Beckham (SC),11,1,80.62,,girls
452,Menlo-Atherton (CA),0,0,80.61,,girls
453,Lake-Lehman (PA),0,1,80.6,,girls
454,Brookline (MA),1,3,80.59,,girls
455,Naples (FL),0,2,80.59,,girls
456,Berks Catholic (PA),0,1,80.52,,girls
457,Central York (PA),0,1,80.52,,girls
458,Eastern York (PA),0,1,80.52,,girls
459,"Red Lion Area, PA (PA)",0,1,80.52,,girls
460,Spring Grove Area (PA),0,1,80.52,,girls
461,Susquehannock (PA),0,1,80.52,,girls
462,Jacksonville (NC),5,0,80.44,,girls
463,Sun Valley (PA),0,1,80.4,,girls
464,Sebastian River (FL),0,1,80.38,,girls
465,Viera (FL),0,1,80.38,,girls
466,Athens Drive (NC),2,2,80.27,,girls
467,Danville Area (PA),0,1,80.23,,girls
468,Ottawa Hills (OH),0,2,80.17,,girls
469,Haslett (MI),10,4,80.12,,girls
470,Harpeth Hall (TN),0,2,80.11,,girls
471,"James Madison, VA (VA)",4,2,80.1,,girls
472,Episcopal (VA),0,5,80.09,,girls
473,"West Springfield, VA (VA)",5,1,80.08,,girls
474,McEachern (GA),0,1,80.06,,girls
475,Oliver Ames (MA),1,1,80.05,,girls
476,Colonie (NY),0,1,80.05,,girls
477,Columbia (NY),0,1,80.05,,girls
478,Lake Howell (FL),0,1,80.05,,girls
479,Lyman (FL),0,1,80.05,,girls
480,Windermere HS (FL),0,1,80.05,,girls
481,Winter Park (FL),0,1,80.05,,girls
482,Winter Springs (FL),0,1,80.05,,girls
483,McDowell (PA),0,1,80.03,,girls
484,Hough (NC),0,3,80.02,,girls
485,South Forsyth (GA),2,3,80.0,,girls
486,Rancocas Valley (NJ),1,1,79.98,,girls
487,Martin County (FL),0,1,79.98,,girls
488,Melbourne (FL),0,1,79.98,,girls
489,South Fork (FL),0,1,79.98,,girls
490,Berkeley Prep (FL),0,1,79.95,,girls
491,Waukesha LC (WI),1,1,79.94,,girls
492,Palos Verdes (CA),10,5,79.89,,girls
493,Watertown (MA),6,5,79.89,,girls
494,Webster Thomas (NY),0,1,79.87,,girls
495,Cy-Fair (TX),0,1,79.79,,girls
496,Ravenwood (TN),2,2,79.76,,girls
497,Southlake Girls (TX),0,1,79.75,,girls
498,Riverview (FL),0,1,79.74,,girls
499,Oakton (VA),3,4,79.7,,girls
500,Dos Pueblos (CA),1,0,79.69,,girls
501,"Robinson Secondary, VA (VA)",6,0,79.68,,girls
502,Wilmington (MA),4,7,79.65,,girls
503,Timber Creek (FL),0,1,79.65,,girls
504,Wekiva (FL),0,1,79.65,,girls
505,South Iredell (NC),1,2,79.62,,girls
506,Arundel (MD),0,2,79.61,,girls
507,Nease (FL),1,2,79.55,,girls
508,Northern Guilford (NC),4,3,79.54,,girls
509,Hudsonville (MI),0,1,79.52,,girls
510,Webster Schroeder (NY),0,2,79.52,,girls
511,Honeoye Falls Lima (NY),0,1,79.47,,girls
512,Irondequoit (NY),0,1,79.47,,girls
513,"St. John's, TX (TX)",0,1,79.39,,girls
514,West Brunswick (NC),2,1,79.35,,girls
515,Brookwood (GA),2,2,79.34,,girls
516,Francis Howell (MO),12,5,79.33,,girls
517,Forsyth Central (GA),1,2,79.32,,girls
518,Mattawan (MI),0,1,79.32,,girls
519,Mercy (MI),0,1,79.32,,girls
520,North Andover (MA),2,3,79.31,,girls
521,Selinsgrove (PA),0,1,79.23,,girls
522,North Reading (MA),1,1,79.21,,girls
523,Severna Park (MD),0,2,79.21,,girls
524,Benilde-St. Margaret's (MN),0,3,79.2,,girls
525,Fellowship Christian (GA),0,4,79.15,,girls
