rank,team,w,l,rating,link,gender
186,East Grand Rapids (MI),13,1,90.32,,girls
187,Christian Brothers (NY),11,6,90.32,,girls
188,Sycamore (OH),12,2,90.31,,girls
189,Flint Hill School (VA),15,3,90.28,,girls
190,Canterbury School (CT),4,3,90.25,,girls
191,St. Ignatius Prep (CA),10,6,90.24,,girls
192,Corning-Painted Post (NY),13,5,90.23,,girls
193,Shoreham Wading River (NY),2,5,90.19,,girls
194,Blessed Trinity (GA),8,2,90.13,,girls
195,John's Creek (GA),7,2,90.12,,girls
196,Kinkaid School (TX),14,2,90.11,,girls
197,West Genesee (NY),3,8,90.1,,girls
198,Concord Carlisle (MA),13,3,90.09,,girls
199,Hunterdon Central (NJ),13,10,90.09,,girls
200,Weddington (NC),17,1,90.08,,girls
201,Phillips Exeter Acad (NH),8,7,90.08,,girls
202,Millburn (NJ),15,3,90.07,,girls
203,Syosset (NY),1,3,90.04,,girls
204,Catonsville (MD),2,2,90.03,,girls
205,Upper Dublin (PA),10,4,90.01,,girls
206,Hopkinton (NH),17,0,90.0,,girls
207,Commack (NY),3,5,89.99,,girls
208,Rancocas Valley (NJ),17,4,89.97,,girls
209,Pennsbury (PA),10,3,89.97,,girls
210,Mt. St. Mary (NJ),15,7,89.94,,girls
211,"Hempfield, Landisville (PA)",16,4,89.92,,girls
212,Sachem East (NY),2,5,89.92,,girls
213,Dublin Jerome (OH),10,1,89.89,,girls
214,Rockford (MI),9,5,89.87,,girls
215,Hagerty (FL),10,5,89.84,,girls
216,Holy Child (MD),4,10,89.84,,girls
217,Novato (CA),17,6,89.82,,girls
218,Ravenwood (TN),1,1,89.82,,girls
219,Bedford (NH),16,2,89.8,,girls
220,Scripps Ranch (CA),16,2,89.8,,girls
221,The Pingree School (MA ),8,1,89.77,,girls
222,Fairfield Ludlowe (CT),12,5,89.75,,girls
223,Queen Anne's (MD),9,2,89.74,,girls
224,Moses Brown School (RI),16,3,89.73,,girls
225,Indian Hills (NJ),17,4,89.72,,girls
226,Camden Catholic (NJ),21,2,89.71,,girls
227,"Easton Area, PA (PA)",3,2,89.7,,girls
228,Gerstell Academy (MD),4,12,89.7,,girls
229,Red Bank Catholic (NJ),17,5,89.68,,girls
230,Pine Creek (CO),15,2,89.67,,girls
231,Bishop Guertin (NH),19,2,89.66,,girls
232,Sayville (NY),1,5,89.63,,girls
233,Boca Raton (FL),12,2,89.6,,girls
234,Newtown (CT),8,2,89.6,,girls
235,Hotchkiss School (CT),2,6,89.6,,girls
236,Comsewogue (NY),4,7,89.59,,girls
237,Westhill (NY),14,2,89.57,,girls
238,Amador Valley (CA),15,3,89.55,,girls
239,Seneca (NJ),14,4,89.52,,girls
240,Perkiomen Valley (PA),7,7,89.52,,girls
241,Evergreen (CO),12,4,89.51,,girls
242,Piedmont (CA),14,2,89.49,,girls
243,Bethlehem (NY),0,2,89.47,,girls
244,Dulaney (MD),1,4,89.42,,girls
245,Hinsdale Central (IL),19,4,89.38,,girls
246,Ensworth (TN),15,2,89.36,,girls
247,Hill School (PA),10,6,89.36,,girls
248,Collegiate School (VA),17,6,89.35,,girls
249,Potomac School (VA),9,11,89.35,,girls
250,"Exeter Township, PA (PA)",16,5,89.34,,girls
251,Pine Crest (FL),7,6,89.34,,girls
252,Milton Academy (MA ),3,7,89.34,,girls
253,Maine Endwell (NY),1,0,89.33,,girls
254,Notre Dame (NJ),16,5,89.33,,girls
255,Lincoln-Sudbury (MA),8,3,89.33,,girls
256,Wellesley (MA),3,2,89.32,,girls
257,Portsmouth (NH),18,3,89.28,,girls
258,West Forsyth (GA),5,3,89.27,,girls
259,St. Thomas Aquinas (FL),7,6,89.25,,girls
260,Paul VI (VA),11,10,89.25,,girls
261,Fellowship Christian (GA),11,0,89.24,,girls
262,"Wilson, West Lawn (PA)",17,6,89.23,,girls
263,Bishop Shanahan (PA),11,4,89.21,,girls
264,Episcopal (VA),4,14,89.2,,girls
265,Tabor Academy (MA ),6,6,89.19,,girls
266,Long Beach (NY),1,6,89.19,,girls
267,Conard (CT),4,4,89.17,,girls
268,Catholic High (MD),1,0,89.15,,girls
269,Warwick (NY),1,0,89.15,,girls
270,Sachem North (NY),7,3,89.15,,girls
271,Connetquot (NY),1,1,89.15,,girls
272,Fairview (CO),13,4,89.14,,girls
273,Vestal (NY),1,4,89.14,,girls
274,Chaparral (CO),10,6,89.1,,girls
275,Ocean City (NJ),19,3,89.09,,girls
276,Cambridge (GA),13,5,89.09,,girls
277,Natick (MA),2,0,89.07,,girls
278,Huntington (NY),2,5,89.07,,girls
279,Palmyra Macedon (NY),0,1,89.07,,girls
280,Wissahickon (PA),11,2,89.06,,girls
281,Sacred Heart Prep (CA),15,4,89.06,,girls
282,Greenwich (CT),2,7,89.03,,girls
283,Ramapo (NJ),8,9,88.98,,girls
284,Springside Chesnut Hill (PA),3,11,88.98,,girls
285,Hillgrove (GA),11,2,88.97,,girls
286,Central Bucks East (PA),11,4,88.96,,girls
287,South Jefferson (NY),8,3,88.96,,girls
288,"St. Catherine's, VA (VA)",15,6,88.96,,girls
289,Manasquan (NJ),15,3,88.95,,girls
290,Thomas Worthington (OH),5,4,88.95,,girls
291,Bronxville (NY),0,3,88.94,,girls
292,North Paulding (GA),14,2,88.93,,girls
293,Arundel (MD),1,5,88.93,,girls
294,Central Bucks West (PA),8,6,88.92,,girls
295,Victor (NY),0,3,88.92,,girls
296,Saucon Valley (PA),17,2,88.9,,girls
297,Charlotte Catholic (NC),17,5,88.9,,girls
298,Glastonbury (CT),6,3,88.88,,girls
299,Gwynedd Mercy Academy (PA),4,2,88.86,,girls
300,Northern Highlands (NJ),9,9,88.85,,girls
301,Yorktown (NY),0,3,88.85,,girls
302,Phillips Acad Andover (MA ),5,7,88.84,,girls
303,North Branford (CT),10,1,88.78,,girls
304,Morris Knolls (NJ),13,5,88.76,,girls
305,Spring-Ford (PA),5,5,88.76,,girls
306,Brewster (NY),0,1,88.76,,girls
307,IMG Academy (FL),7,8,88.74,,girls
308,North Harford (MD),1,3,88.74,,girls
309,Pomperaug (CT),10,3,88.73,,girls
310,Bullis School (MD),8,9,88.71,,girls
311,North Andover (MA),0,1,88.71,,girls
312,Summit CDS (OH),11,1,88.69,,girls
313,Carle Place (NY),1,1,88.63,,girls
314,Hockaday SG (TX),12,5,88.62,,girls
315,Boyertown Area (PA),4,9,88.61,,girls
316,John Jay - Cross River (NY),1,4,88.6,,girls
317,Loveland (OH),10,2,88.59,,girls
318,Islip (NY),2,4,88.59,,girls
319,Mynderse-Romulus (NY),1,0,88.57,,girls
320,Redwood (CA),18,3,88.57,,girls
321,Lassiter (GA),12,6,88.49,,girls
322,St. Augustine (FL),8,2,88.48,,girls
323,St. John Paul II (FL),5,6,88.47,,girls
324,Morristown (NJ),4,15,88.45,,girls
325,Cocalico (PA),17,5,88.44,,girls
